title,abstract
Most respiratory symptoms have resolved 9 years after PM,"In 2014, a coal mine fire in regional Australia exposed the local community to 6 weeks of hazardous fine particulate matter less than 2.5 µm in diameter (PM In 2016-2017 (wave 1, W1), 4,056 exposed and unexposed adult residents completed surveys, including validated questionnaires for respiratory symptoms. Individual PM Several patterns were observed. PM While there was some variation over time, exposure to mine fire-related PM"
"The Interlinkages Between Ambient Temperature and Air Pollution in Exacerbating Childhood Asthma: A Time Series Study in Cape Town, South Africa.",
"""You Feel Empowered"": Parents' Emotional Responses to Air Pollution Sensing at Home.","Citizen science with particulate matter sensors at home increases awareness of pollution exposures and can inform health-protective actions, yet little research explores the emotional dimensions of sensing, especially across economic divides. This study shows that participatory air quality sensing is not emotionally neutral. We included 26 parents of asthmatic children in 10 weeks of participatory sensing with indoor and outdoor sensors to understand their exposure experiences. Drawing from weekly surveys and postproject interviews, we found that sensors often generated positive emotions (e.g., empowered, happy) across income levels, underscoring their potential as inclusive tools for asthma management. Parents less often reported negative emotions (e.g., stress, worry); when they did, those were spurred from checking outdoor readings (versus indoor) because outdoor exposures were less controllable. Parents managed emotions by creating contingent boundaries between indoor and outdoor spaces. We recommend expanding access to sensors and air purifiers to promote individual-level environmental health benefits."
Individual and combined effects of indoor home exposures and ambient PM,"Children encounter multiple indoor and outdoor environmental exposures in early life. We assessed the independent effects of indoor home exposures and ambient particulate matter with an aerodynamic diameter ≤2.5 µm (PM We included 6,413 children born 1987-2016 from nine United States prospective birth cohorts from the Environmental Influences on Child Health Outcomes consortium, with complete covariate and outcome data. Exposures were (1) average ambient PM By age 5 years, 10.3%-50.3% of children had developed asthma across general-risk and high-risk cohorts. We found a significant detrimental association of PM Multiple early exposures, such as PM"
Outdoor air pollutants and asthma risk in adolescents: evidence from a systematic review and meta-analysis.,"Existing epidemiological evidence linking outdoor air pollution to asthma incidence in adolescents remains inconclusive, due to methodological heterogeneity in study design, exposure assessment, and asthma case definitions. This systematic review and meta-analysis synthesized observational studies examining associations between outdoor air pollutants and adolescent asthma. Comprehensive searches of PubMed, Embase, and Scopus were conducted using Medical Subject Headings (MeSH) and free-text terms. Eligible studies reported quantitative estimates, odds ratio (OR), hazard ratio (HR), relative risk (RR), prevalence ratio (PR), incidence rate ratio (IRR), or prevalence odds ratio (POR), with corresponding 95% confidence interval (CI). Pooled estimates were calculated using inverse-variance weighted fixed- and random-effects models. Heterogeneity was assessed using Cochran's  Of 51 eligible studies, 40 were incorporated into the meta-analysis. Statistically significant associations were identified for each 10 μg/m This meta-analysis highlights significant associations between adolescent asthma and specific combustion-related air pollutants. Future research should prioritize standardized exposure metrics, life-course cohort designs, and multipollutant modeling to inform targeted prevention and public health strategies. https://www.crd.york.ac.uk/prospero/, identifier PROSPERO database (CRD42024622246)."
Unravelling the exposome of severe exacerbations of obstructive respiratory diseases in France.,"Understanding the influence of environmental and socioeconomic factors, collectively known as the exposome, on severe exacerbation risks in chronic obstructive pulmonary disease (COPD) and asthma is crucial for enhancing patient care. We assessed the impact of the exposome on COPD and asthma severe exacerbations in France between 2018 and 2022, combining data from the French National Hospital Discharge Programme de Médicalisation des Systèmes d'Information database and open data for multiple environmental exposition. Using a retrospective matched case-control design, 473 990 patients with COPD and 187 332 patients with asthma were matched for sex, birth year and date of first hospitalisation. Conditional logistic regressions were performed to quantify ORs of exacerbations within the studied population. In a multivariate model, exposure to extreme cold temperatures and exceeding WHO standards for nitrogen dioxide (NO The study highlights how exposome factors influence bronchial diseases and underscores the benefit of open-access data for advancing research. COPD and asthma exacerbations account for numerous deaths and cost billions and will increase with global warming, identifying modifiable environmental risk factors, improving patient care and helping shape valuable public health policies."
Early-Onset Wheeze Trajectories in Infants: The Phenotyping of Wheezing Infants (P-WIN) Study.,"Recurrent wheeze in infancy is common; although symptoms often resolve, some children develop persistent disease. To better capture clinical heterogeneity, we analyzed wheeze trajectories based on symptom frequency rather than simply recording presence or absence. To identify distinct wheeze phenotypes in 1-year-old children with recurrent wheeze by modeling longitudinal wheezing frequency trajectories. We conducted a 2-year, multicenter prospective cohort study involving children aged 12-23 months with recurrent wheeze at 27 sites in Japan. Monthly caregiver-reported wheeze frequency was collected, and trajectories were classified using latent class growth analysis. Clinical characteristics, environmental exposures, and biomarkers were assessed at enrollment and age 3. Ordinal and binary logistic regression analyses were performed to identify risk and protective factors. Among 253 enrolled children, 219 completed follow-up. Four trajectories were identified: Early-Resolving (24.2%), Low-Frequency with Mid-Peak (57.1%), Persistent High-Frequency (12.8%), and Late-Peaking High-Frequency (5.9%). The latter two groups showed greater symptom burden, including more frequent corticosteroid use and interference with daily activities. Ordinal logistic regression showed that parental allergic rhinitis and pet ownership were associated with lower odds of more severe trajectories. Binary logistic regression comparing high- (Clusters 3-4) versus low-frequency (Clusters 1-2) groups revealed parental smoking as a strong risk factor (OR 5.49), while allergic rhinitis (OR 0.12) and pet ownership (OR 0.11) remained protective. High-frequency wheeze trajectories were linked to greater clinical burden. Early identification of at-risk children and targeted environmental interventions-particularly avoidance of passive smoking-may reduce morbidity in early-onset recurrent wheeze."
Airway transcriptome networks for ozone and PM,"Air pollution disproportionately affects individuals with asthma, triggering asthma exacerbations and morbidity. We hypothesized that children with and without asthma have distinct airway transcriptome networks associated with ozone and particulate matter ≤ 2.5 µm (PM We recruited children from the New York metropolitan area, mapped their air pollutant exposures, and collected nasal and bronchial samples for transcriptome and cellular profiling. We used causal network construction and key driver analyses to build airway transcriptome networks for ozone and PM The cohort included 307 children, including 167 (54.4%) with asthma and 140 (45.6%) without asthma. The mean age was 13.4 years (SD 4.4 years). Among children with asthma, the airway causal network and its key drivers represented pro-inflammatory adaptive immune processes. Six key driver transcripts for ozone (CLC, CPA3, FGL2, LGALS12, IL7R, HRH4) and three key driver transcripts for PM Children with and without asthma have very distinct causal networks and key drivers for ozone and PM"
"What do the clinical and respiratory functional assessments of woodworkers in Parakou, West Africa, reveal?","The prevalence of chronic respiratory diseases is increasing globally. Apart from smoking, other contributing factors include occupational exposures, of which wood dust is thought to play a role. This study aimed to investigate relationships between respiratory symptoms or lung function measurements and exposure to wood dust. This was a prospective and comparative cross-sectional study carried out at Parakou, between June and September 2024. Overall, 108 woodworkers (exposed group) and 108 administrative agents from the city hall, the court and five selected banks (control group) were included. Data were collected on upper and lower respiratory symptoms persisting for at least one week in the last 12 months, demographic and occupational-related characteristics, comorbidities, lifestyles, followed by particulate matter  measurements in the workplace and spirometry testing. The mean ages of participants in exposed and control groups were 40±11 and 38±9 years-old, respectively (p=0.163). All were males. Seniority in the profession was longer in the exposed group (18±12 years vs 8±6 years; p<0.001). Workplace ventilation was found inadequate in the exposed group (27% vs 0%; p<0.001). In carpentry, Milicia excelsa (66%) and Afzelia africana (64%) were the types of wood most commonly used. Mean dust levels for PM10, PM2.5 and PM1.0 were 1.4±0.6 mg/m3, 1.2±0.6 mg/m3 and 1.2±0.6 mg/m3, respectively. Cleaning and protection methods for woodworkers included dry sweeping (61%), dust collection devices (7%), personal homemade face-masks (99%), and affiliation to company insurance schemes (12%).No worker had planned check-ups arranged with an occupational physician. Both respiratory symptoms (94% vs 56%; p<0.001) and work-related respiratory symptoms (92% vs 19%; p<0.001) were more common in the exposed versus control group. Exposure to wood dust (aPR=6.8; 95%CI=4.1-11.4; p<0.001) and asthma (aPR=5.4; 95%CI=2.9-10.1; p<0.001) were significantly associated with respiratory symptoms, after adjustment for biomass and passive smoking exposure and length in the profession. The exposed group had a higher prevalence of restrictive disorder suggestive pattern on spirometry than the control group (48% vs 20%; p<0.001). Exposure to wood dust adversely affects respiratory function in woodworkers at Parakou, hence the need to raise awareness among these professionals and identify ways to improve their working conditions."
PM2.5 exposure exacerbates airway pyroptosis related inflammatory response in asthmatic mice by activating NLRP3 inflammasome.,"Fine particulate matter (PM2.5)-induced airway epithelial damage plays a pivotal role in driving the development of airway inflammation. Although pyroptosis is recognized for its highly proinflammatory nature, its precise role in PM2.5-associated airway inflammation, particularly in asthmatic condition, remains to be fully elucidated. In ovalbumin (OVA)-sensitized asthmatic mice, we assessed pulmonary histopathology, inflammatory cell counts and Th2 cytokine levels (IL-4, IL-5, and IL-13) in bronchoalveolar lavage fluid (BALF), airway hyperresponsiveness (AHR), and airway epithelial pyroptosis. To investigate the effects of PM2.5 on airway epithelial cells, BEAS-2B cells were exposed to PM2.5. Cell viability was evaluated using the CCK-8 assay, while pyroptosis-related protein levels and inflammatory cytokine release were analyzed by Western blot and ELISA, respectively. Additionally, transmission electron microscopy (TEM) was employed to examine PM2.5-induced ultrastructural changes in BEAS-2B cells. To further elucidate the underlying mechanism, we administered the NLRP3 inhibitor MCC950 and the Caspase-1 inhibitor Ac-YVAD-cmk to verify the involvement of NLRP3 inflammasome activation and pyroptosis in PM2.5-exposed asthmatic mice. PM2.5 exposure significantly aggravated airway inflammation in asthmatic mice, as demonstrated by elevated histopathological inflammatory scores in lung tissues and increased pro-inflammatory cytokine levels in BALF. Furthermore, PM2.5 upregulated the abundance of pyroptosis-related markers, namely NLRP3, Caspase-1, GSDMD, and IL-1β, in the lung tissues of asthmatic mice. In BEAS-2B cells, PM2.5 exposure led to a dose-dependent reduction in cell viability and promoted the activation of NLRP3 inflammasome, subsequently leading to Caspase-1-mediated GSDMD cleavage and IL-1β secretion. TEM further confirmed pyroptosis, revealing characteristic morphological alterations such as cytoplasmic vacuolation, mitochondrial swelling, and plasma membrane pore formation in BEAS-2B cells exposed to PM2.5. Critically, inhibition of NLRP3 (MCC950) or Caspase-1 (Ac-YVAD-cmk) markedly attenuated PM2.5-induced pyroptosis and ameliorated airway inflammation in asthmatic mice, underscoring the pivotal role of the NLRP3/Caspase-1/GSDMD axis in this pathogenic process. Our findings demonstrate that PM2.5 exposure induces airway epithelial pyroptosis through NLRP3 inflammasome activation, thereby exacerbating airway inflammation in asthmatic mice."
"Association between yellow dust, PM2.5, and hay fever: A large-scale crowdsourced observational study using the AllerSearch smartphone application.","This large-scale crowdsourced observational study investigated the association between yellow dust, particulate matter 2.5 (PM2.5), and hay fever symptoms using the AllerSearch smartphone application. Participants with hay fever were divided into four groups based on combinations of high and low pollen and PM2.5/yellow dust dispersion levels. Nine hay fever symptom scores and quality of life (QoL) scores were compared among the groups. Multivariate analysis evaluated independent associations between pollen and PM2.5/yellow dust dispersion levels and hay fever symptom and QoL scores. Risk factors for individuals experiencing worsening hay fever symptoms during PM2.5/yellow dust dispersion were evaluated using multivariate logistic regression analysis. This analysis included 6468 participants. All hay fever symptom scores except ""ear and/or mouth itching,"" and all QoL scores were significantly higher in the ""low pollen and moderate-to-high PM2.5/yellow dust"" group versus the ""low pollen and low PM2.5/yellow dust"" group. PM2.5/yellow dust levels independently associated with worsening of hay fever symptom and QoL scores, except for ""ear and/or mouth itching."" Being a woman (P = 0.010), a history of atopic dermatitis (P = 0.013), bronchial asthma (P = 0.046), dry eye disease (P = 0.048), oral medication (P = 0.009) and air purifier use (P = 0.043) were significant risk factors for worsening hay fever symptoms during PM2.5/yellow dust dispersion. Our findings suggest that PM2.5 and yellow dust exacerbated hay fever symptoms independent of pollen exposure, with distinct symptom profiles."
Associations of Early Life Ambient PM,"To examine whether exposure to fine particulate matter (PM We conducted a retrospective cohort study of 337 infants with BPD, born between 2010 and 2019, who survived to discharge with clinical follow-up in the Children's Hospital of Philadelphia Care Network through age 5. Daily residential census block group PM By age 5 years, 169 (50.1%) infants had an asthma diagnosis. Mean annual PM Exposure to higher ambient PM"
sPLA,"Poultry farm workers are highly susceptible to developing lung inflammatory diseases (asthma, COPD, ARDS, and ALI) due to prolonged exposure to organic dust and other airborne irritants in confined poultry facilities. Secretory phospholipase A2 (sPLA"
Spatiotemporal patterns of asthma in Bhutan: a Bayesian analysis.,"Asthma is a chronic respiratory disorder requiring ongoing medical management. This ecological study investigated the spatial and temporal patterns of notification rates for asthma from clinic visits and hospital discharges and identified demographic, meteorological and environmental factors that drive asthma in Bhutan. Monthly numbers of asthma notifications from 2016 to 2022 were obtained from the Bhutan Ministry of Health. Climatic variables (rainfall, relative humidity, minimum and maximum temperature) were obtained from the National Centre for Hydrology and Meteorology, Bhutan. The Normalised Difference Vegetation Index (NDVI) and surface particulate matter (PM2.5) were extracted from open sources. A multivariable zero-inflated Poisson regression (ZIP) model was developed in a Bayesian framework to quantify the relationship between risk of asthma and sociodemographic and environmental correlates, while also identifying the underlying spatial structure of the data. There were 12 696 asthma notifications, with an annual average prevalence of 244/100 000 population between 2016 and 2022. In ZIP analysis, asthma notifications were 3.4 times (relative risk (RR)=3.39; 95% credible interval (CrI) 3.047 to 3.773) more likely in individuals aged >14 years than those aged ≤14 years, and 43% (RR=1.43; 95% CrI 36.5% to 49.2%) more likely for females than males. Asthma notification increased by 0.8% (RR=1.008, 95% CrI 0.2% to 1.5%) for every 10 cm increase in rainfall, and 1.7% (RR=1.017; 95% CrI 1.2% to 2.3%) for a 1°C increase in maximum temperature. An increase in one unit of NDVI and 10 µg/m Environmental risk factors and spatial clusters of asthma notifications were identified. Identification of spatial clusters and environmental risk factors can help develop targeted interventions that maximise impact of limited public health resources for controlling asthma in Bhutan."
Allergic Sensitization Worsens Respiratory Health in Children With Asthma During Dust and Pollen Periods.,"The Eastern Mediterranean has climatic conditions that increase exposure to aeroallergens due to higher pollen counts and dust storms. The association of atopy with measures of respiratory health, including fractional exhaled nitric oxide (FeNO) and pulmonary function among asthmatic children during dust and pollen periods has not been assessed. Examine the association between allergic sensitization and respiratory health in children with asthma during dust and pollen seasons in the Eastern Mediterranean. We conducted an analysis of prospectively collected respiratory health data from schoolchildren with asthma in Cyprus and Crete-Greece during spring and fall of 2019 and 2021. Children were assessed 3 to 4 times over 4 months, including evaluation of allergic sensitization by skin prick tests (SPTs). Mixed effect models were applied, adjusting for potential confounders, including study year, location, weeks on study, age and sex. There were 131 children included (77 atopic and 54 non-atopic; mean (SD) age = 9.5 (1.6) years; 65% boys). Over the study period, atopic children exhibited 113.71% (95% CI: 68.08%, 171.73%) higher FeNO concentrations and reduced FEV Atopic children with asthma may experience greater morbidity compared to non-atopic children during dust and pollen periods. Given the long-range transport of desert dust, clinicians both within and beyond the Eastern Mediterranean should be aware of this health concern."
Urban Sprawl and Asthma: Exploring the Role of Green Space and Air Pollution as Mediators.,"Rapid urbanization in China has reshaped urban spatial form with potential consequences for respiratory health. We examined the association between the Urban Sprawl Index (USI) - where higher values indicate a more dispersed, less compact urban form - and asthma and quantified mediation via ambient air pollution and park green space. We analyzed 11,043 respondents from the 2015 wave of the nationally representative China Health and Retirement Longitudinal Study (CHARLS). Asthma was based on a self-reported physician diagnosis. Multivariable logistic regression estimated the association between USI and asthma using quartiles and restricted cubic splines; models adjusted for sociodemographic, behavioral, and health covariates. We conducted subgroup analyses and performed causal mediation with nonparametric bootstrapping (5,000 resamples) to estimate the average causal mediation effect (ACME), average direct effect (ADE), and proportion mediated for particulate matter ≤2.5 µm (PM Higher USI was associated with greater odds of asthma. An interquartile-range increase in USI was associated with a 15.1% increase in the odds of asthma (OR = 1.151; 95% CI: 1.034-1.282; p = 0.010), with a clear dose-response across USI quartiles and a monotonic pattern in spline analyses. Associations varied by marital status and education (p for interaction < 0.05). In mediation analyses, ∼7-12% of the total effect was mediated - ∼11.7% via park green space and ∼7.5% via PM More dispersed, sprawling urban form is associated with higher asthma, partly mediated by reduced park green space and increased PM"
Wildfire smoke and pediatric asthma control in the Northeastern United States: a cross-sectional study.,"Poor air quality due to smoke from distant wildfires is a growing risk for the Northeastern United States, a region largely unaffected by these events until recently. Despite this emerging threat, few studies have examined the effect of wildfire smoke on respiratory health in this region. We investigated the association between wildfire smoke exposure and pediatric asthma control in Vermont and upstate New York. We extracted data from the electronic health records of youth aged 3-21 years diagnosed with asthma within a single regional healthcare system and included three clinical measures of asthma control: Test for Respiratory and Asthma Control in Kids (3-4 years), Asthma Therapy Assessment Questionnaire (5-21 years), and the National Heart, Lung and Blood Institute (NHLBI) asthma control guidelines (3-21 years). We first compared asthma control in the smoke-affected summer of 2023 to the largely unaffected summers of 2022 and 2024 using regression models, controlling for pollen exposure. We then obtained airborne particulate matter (PM The study sample included 1,217 encounters (mean age 9.1 ± 4.4 years, 57% male). Asthma control was significantly worse in the severely smoke-affected summer of 2023 versus 2022 for two of the three clinical measures but was not different between 2023 and 2024 for any of the clinical measures. Within summer 2023, there were no significant associations between ZIP code-level PM Wildfire smoke exposure in the Northeast was associated with decreased asthma control in this pediatric population, though not consistently across years and all clinical measures. As climate change drives longer and more intense wildfire seasons, continued monitoring is needed to understand the impact on pediatric respiratory health in this historically low-exposed region."
"Facemask and respirator use for bushfire smoke protection: A cross-country comparison of public health policies in Australia, Canada, India, and the United States.","As climate change intensifies the frequency and severity of bushfires, exposure to bushfire smoke is emerging as a significant public health concern, associated with numerous adverse health outcomes, including exacerbation of chronic obstructive pulmonary disease, asthma, cardiovascular diseases, and respiratory infections. This study examined policies related to the use of masks and respirators as protective measures against smoke exposure. Policies and guidelines of health departments, emergency and fire services, and other relevant organisations of selected countries were reviewed. Guidelines were sourced from organizational websites, PubMed, and Google Scholar using specific keywords. There is variability in policies regarding mask and respirator use during bushfires. Health departments generally recommend using P2/ N95 respirators to protect the public from particulate exposure arising bushfire smoke, while emergency and fire services generally recommend surgical or cloth masks. Few guidelines provided detailed instructions on the proper use of respirators, including fit testing, or fit checking procedures. Most guidelines emphasised monitoring air quality and avoiding bushfire smoke, particularly for high-risk groups. There is no guidance provided on the length of time a mask should be used in any guideline. The inconsistent recommendations from health organisations and countries regarding mask and respirator use during bushfires highlights the lack of high-quality evidence in this area. Health, emergency and fire services, and other relevant organisations should provide clear guidance around types of facemasks, the length of time a facemask should be used and on proper use of respirators use, including training and fit checking."
Study on the health impacts of childhood asthma in China caused by air pollution.,"Asthma is one of the major disease burdens in children. Ambient air pollution is associated with the prevalence and exacerbation of childhood asthma. Over recent decades, China has exhibited a persistent upward trajectory in pediatric asthma prevalence. This epidemiological trend necessitates a comprehensive evaluation of the health impacts associated with childhood asthma attributable to ambient air pollution exposure. This study selected PM2.5, NO2, and O3 as representative ambient air pollutants in China, and obtained exposure-response parameters required for health impact assessment through Meta-analysis. Then the study evaluated the health impacts of childhood asthma aged 0-14 years attributable to air pollution in 336 cities across China based on national real-time air quality monitoring data. Hypothetical scenarios were also constructed to predict the preventable childhood asthma disease burden under different air pollution control levels. The results showed that in 2019, air pollution caused 264,800-467,100 childhood asthma exacerbation cases and 622,800-1115,000 incident asthma cases among children, accounting for 7.1% - 12.5% and 31.4% - 56.2% of the total asthma children visits and incidence of childhood asthma in that year. The pollutant that has the greatest impact on childhood asthma is O3, followed by PM2.5 and NO2. The health impacts of the three pollutants were spatially distributed to be higher in the central and southern regions of China, and lower in the southwestern, northeastern, and northwestern regions. Chongqing was the city most affected by three types of pollutants. When pollutant concentrations comply with the WHO guidelines, up to 267,900 cases of childhood asthma exacerbations and 873,900 new-onset childhood asthma cases could be averted."
Inflammatory and Immune Effects of Pollution: Comparison Between Patients With Asthma and Healthy Individuals.,"The objective of this study was to assess inflammatory and immune responses in patients with asthma and healthy controls exposed to a polluted and a nonpolluted environment over a short period. We performed a randomized crossover study in patients with asthma (n=20) and in healthy controls (n=15). Participants were exposed for 2 hours to a polluted environment and, after 14 days, to a nonpolluted environment. Pollution levels were assessed at each exposure. Subsequently, serum levels of 8-isoprostane and glutathione peroxidase were measured as markers of oxidative stress, as were 48 cytokines involved in inflammation and the immune response. In the polluted environment, significantly higher levels of PM1, PM10, NO2, NO, and CO were observed (P=.0026, .0337, <.0001, <.0001, and .0004, respectively) than in the nonpolluted environment. After exposure to a polluted environment, both groups (healthy controls and asthma patients) presented higher values of IL-17F (P=.0285 and .0348, respectively) and CSF2 (P=.0425 and 0.0305, respectively). After exposure to high levels of pollution, healthy controls presented reductions in glutathione peroxidase (with antioxidant activity), CSF3, HGF, and OSM (P=.0038, P=.0123, 0.0353, and 0.0256, respectively) and increased levels of IL-7, CXCL8, and CCL2 (P=.0015, 0.0119 and 0.0215, respectively). Asthma patients had higher serum levels of IL-1ß and IL-15 (P=.0232 and 0.0497, respectively). Healthy individuals and asthma patients respond differently to exposure to pollutants. Healthy individuals are characterized by adaptive suppression of immune activity, whereas asthma patients present a more marked inflammatory response."
Air pollution and health of working-age population: Evidence from thermal inversion.,"Despite the significant impact of air pollution on public health, its causal effects on a national scale have not been extensively studied. In this paper, we examine the impact of PM2.5 on adult health in the United States using data from the Behavioral Risk Factor Surveillance System for 2001-2012, focusing on a period of relatively low pollution levels. To address the endogeneity issue, we use the two-stage least squares regression with thermal inversion as an instrumental variable. Our findings provide evidence of the ongoing negative impact of air pollution on overall health. In particular, we find that a 1 µg/m"
Occupational airborne exposures and asthma mortality - examining asthma as the underlying and contributing cause of death.,"The aim was to elucidate whether occupational airborne exposures increases asthma mortality. The study comprised men in the Swedish construction industry who participated in health controls in 1971-1993. Exposure was assessed using a job-exposure matrix with focus on exposures in the mid-1970s. Mortality from asthma in 1987-2015 was compared between 147,101 workers exposed to occupational airborne exposures and 26,879 foremen, using underlying and contributory cause of death from the Swedish Cause of Death Register. Mortality was assessed as relative risk with 95% confidence intervals using Poisson regression models adjusting for age, smoking, body mass index, and calendar time. Among exposed workers, there were 82 deaths with asthma as the underlying cause and 212 deaths with asthma as the contributory cause vs. ten and 21 deaths in the controls. The asthma mortality based on the underlying and contributory cause was 1.92 (1.31-2.83) in relation to inorganic dust, 2.17 (1.47-3.20) in relation to fumes, 1.60 (1.04-2.47) in relation to gases, and 1.79 (1.09-2.96) in relation to wood dust. Using only the underlying cause of death showed similar mortality estimates, but with wider confidence intervals including unity. Occupational airborne exposures increased the asthma mortality, underscoring the need for further reduction of the airborne occupational exposures. Workers with asthma should be given information about the effects of exposure and support to decrease exposure. The study shows the importance of using both contributing and underlying cause of death in studies assessing asthma mortality risk in relation to air pollutants."
Exposure to environmental xenobiotics and lung tissue function: A comprehensive review on biological mechanisms and pathways.,"Environmental xenobiotics, encompassing a wide spectrum of chemical pollutants such as particulate matter-bound polycyclic aromatic hydrocarbons (PAHs), volatile organic compounds (VOCs), persistent organic pollutants (POPs), heavy metals, endocrine-disrupting chemicals (EDCs), pesticides, and emerging contaminants like nanomaterials and microplastics, have been increasingly implicated in impairing lung tissue function. These agents enter the body primarily through inhalation, particularly via outdoor air pollution, indoor contaminants, and occupational exposures, with additional contributions from ingestion and dermal absorption. Studies investigating these pollutants employ diverse exposure assessment methods, including environmental and biological monitoring, model-based estimations, and questionnaire-based tools. Lung function assessment spans from clinical spirometry and imaging to experimental histopathology and molecular biomarker analyses. Mechanistic evidence reveals that xenobiotics induce lung injury through oxidative stress, inflammation, mitochondrial dysfunction, epithelial barrier disruption, and epigenetic alterations. These processes lead to chronic respiratory diseases such as asthma, chronic obstructive pulmonary disease (COPD), pulmonary fibrosis, and lung cancer. Key signaling pathways implicated include activation of NF-κB, AP-1, and the aryl hydrocarbon receptor (AhR), promoting pro-inflammatory and cytotoxic responses. Furthermore, pollutant-induced epithelial permeability and fibrotic remodeling via TGF-β signaling exacerbate lung tissue damage and functional decline. While spirometry is widely used in population studies, it lacks sensitivity for early pathophysiological changes, necessitating integration with molecular and imaging approaches. Experimental models and in vitro studies provide valuable mechanistic insight, though challenges remain in translating findings to human populations. Current research underscores the complexity of real-world exposure scenarios and highlights the need for harmonized, multidisciplinary approaches combining environmental, biological, and molecular data. This comprehensive review synthesizes evidence across epidemiological and experimental studies, aiming to elucidate the biological pathways by which xenobiotic exposure compromises lung tissue function and to inform future research and regulatory strategies."
Climate Change and Air Pollution-Related Health Effects on Pain.,"Climate change-related weather extremes and air pollution have wide-ranging health effects, with emerging evidence suggesting a potential influence on pain. This narrative review explores the relationship between climate-related weather parameters/air pollution with pain across various conditions, including chronic and acute musculoskeletal pain, postoperative pain, headache/migraine, dysmenorrhea, and chest pain. Included studies were published in 2014 or later. Findings indicate that higher humidity/dampness may exacerbate pain in individuals with knee osteoarthritis, while extremes in temperature and humidity are linked to a higher risk of gout arthritis attacks. No clinically meaningful associations were found between weather parameters and acute low-back pain. However, lower barometric pressure, elevated temperatures, and possibly higher humidity may influence postoperative pain levels. Headache and migraine episodes were more frequent during heat waves and periods of high humidity or rainfall, as well as in areas with elevated traffic-related air pollutants and particulate matter. Air pollution exposure was also associated with increased risk of dysmenorrhea, while lower temperatures and higher humidity correlated with more severe menstrual cramps. Temperature extremes were linked to chest pain in patients with asthma and other conditions. Overall, this review highlights the disproportionate pain-related burden of climate change and air pollution on women and emphasizes the need for further research."
"Dust air pollution and hospital visits for respiratory, cardiovascular, and eye diseases in Eastern Iran.","One of the most significant environmental concerns that has been spreading in recent years due to human interference and irrational use of natural resources is the phenomenon of dust. This study investigated the relationship between dust air pollution and the burden of daily hospital visits due to respiratory, cardiovascular, and eye diseases. In this cross-sectional study, data on dust air pollution were collected from the Environment office and data on daily visits to hospitals from the hospital information system (HIS) through a checklist. Data analysis was performed using SPSS 22 software and Pearson correlation coefficient at a significance level of < 0.05. The average dust air pollution index in the studied area was 2233.71 ± 4737.52 µg/m³. The mean number of hospital visits for various conditions were as follows: pneumonia, 63.76 ± 84.72; eye diseases, 46.8 ± 70.2; chronic obstructive pulmonary disease (COPD), 62.5 ± 83.3; asthma, 64.7 ± 87.0; dyspnea, 63.8 ± 90.8; and cardiovascular diseases, 56.5 ± 66.2 patients. A significant moderate positive linear correlation was found between dust air pollution levels and daily hospital visits for pneumonia, dyspnea, COPD, asthma, eye diseases, and cardiovascular diseases (p < 0.0001). As air pollution increased, the number of hospital visits for these conditions also rose. The strongest correlation was observed between dust air pollution and dyspnea (r = 0.497), while the weakest correlation was found between dust air pollution and eye diseases (r = 0.406). Exposure to dust air pollution was correlated with hospital admissions for respiratory diseases, such as pneumonia, asthma, and COPD, as well as cardiovascular diseases and eye issues. It seems that using personal protection strategies by habitants to reduce dust exposure and implementation of long-term strategies by policymakers for controlling dust air pollution especially dust controlling for this region are necessary."
Distinct DNA methylation in mother-infant dyads exposed to PM2.5 in pregnancy.,"Air pollution exposure during pregnancy increases the risk of allergic and respiratory diseases, yet its epigenetic effects across the maternal-fetal interface remain poorly understood. We conducted a pilot study of 10 mother-infant dyads near Fresno, California, to investigate whether prenatal air pollution exposure is associated with differential DNA methylation (DNAm) in maternal peripheral blood mononuclear cells (PBMCs) and infant cord blood mononuclear cells (CBMCs). Using a custom DNAm array targeting high-value allergy- and asthma-associated loci, we identified 24 CpG sites in maternal PBMCs and 18 in infant CBMCs associated with PM2.5 exposure. Only one CpG site was shared between PBMCs and CBMCs, suggesting largely distinct DNAm responses to PM2.5 in maternal and fetal circulations. Further research is needed to validate these associations and determine their functional implications for immune development and disease risk."
Long-term exposure to black carbon and incident asthma and chronic obstructive pulmonary disease in adults: The Danish Nurse Cohort.,"Air pollution is a known risk factor for chronic respiratory diseases, including asthma and chronic obstructive pulmonary disease (COPD). However, evidence regarding the role of black carbon (BC) remains mixed and sparse. This study aimed to examine the association of long-term exposure to air pollution, focusing on BC, with incident asthma and COPD in adults. We followed 28,731 female nurses from the Danish Nurse Cohort from baseline (1993/1999) until the end of 2018, tracking their first-ever hospital contact (inpatient, outpatient, or emergency visit) for asthma or COPD. Annual mean concentrations of BC, fine particulate matter (PM Over an average follow-up of 23 years, 633 nurses developed asthma, and 1145 developed COPD. We found long-term exposure to BC was consistently associated with increased risks of both asthma and COPD, with hazard ratios (HR) per 0.34 μg/m We observed that BC is an independent risk factor for developing chronic respiratory diseases, such as asthma and COPD, and BC may play a more significant role than PM"
Assessing the health benefits and economic costs of interventions to reduce exposure to air pollution from biomass combustion in Australia.,Fine particulate matter (PM
